lyric,line,album,track_n,song_name,album_year
and it hurts so i fast forward  sleeping pills will make me feel alright,46,Recovery,6,Going Through Changes,2010-06-18
and if i am still awake in the middle of the night,47,Recovery,6,Going Through Changes,2010-06-18
i will just take a couple more  yeah  you are motherfucking  right,48,Recovery,6,Going Through Changes,2010-06-18
i aint slowing  down for no one  i am almost homeward bound,49,Recovery,6,Going Through Changes,2010-06-18
almost in a coma  yeah homie  come on  dole them out ,50,Recovery,6,Going Through Changes,2010-06-18
 daddy  do not you die on me  daddy  better hold your ground  ,51,Recovery,6,Going Through Changes,2010-06-18
fuck  do not i know the sound of that voice  yeah  baby  hold me down  daddy  ,52,Recovery,6,Going Through Changes,2010-06-18
 i am going through changes   daddy   don t know what i m going to do,53,Recovery,6,Going Through Changes,2010-06-18
 i am going through changes  but i just keep on going through changes,54,Recovery,6,Going Through Changes,2010-06-18
wake up in the hospital  full of tubes  but somehow i am pulling  through,55,Recovery,6,Going Through Changes,2010-06-18
swear when i come back i ama be bulletproof,56,Recovery,6,Going Through Changes,2010-06-18
i ama do it just for proof  i think i should state a few,57,Recovery,6,Going Through Changes,2010-06-18
facts   cause i may not get a chance again to say the truth,58,Recovery,6,Going Through Changes,2010-06-18
shit  it just hit me that what if i would not have made it through ,59,Recovery,6,Going Through Changes,2010-06-18
i think about the things i would a never got to say to you,60,Recovery,6,Going Through Changes,2010-06-18
i would never get to make it right  so here what i came to do,61,Recovery,6,Going Through Changes,2010-06-18
hailie  this one is for you  whitney and alaina too,62,Recovery,6,Going Through Changes,2010-06-18
i still love your mother  that will never change,63,Recovery,6,Going Through Changes,2010-06-18
think about her every day  we just could never get it together  hey,64,Recovery,6,Going Through Changes,2010-06-18
wish there was a better way for me to say it,65,Recovery,6,Going Through Changes,2010-06-18
but i swear on everything  i would do anything for her on any day,66,Recovery,6,Going Through Changes,2010-06-18
there are just too many things to explain  when it rains,67,Recovery,6,Going Through Changes,2010-06-18
guess it pours   yes  it does  wish there was not any pain,68,Recovery,6,Going Through Changes,2010-06-18
but i cannot pretend there aint  i aint placing  any blame,69,Recovery,6,Going Through Changes,2010-06-18
i aint pointing  fingers  heaven knows i have never been a saint,70,Recovery,6,Going Through Changes,2010-06-18
i know that it feels like we just pissed away our history,71,Recovery,6,Going Through Changes,2010-06-18
and just today i looked at your picture  almost if to say,72,Recovery,6,Going Through Changes,2010-06-18
i miss you subconsciously  wish it did not end this way,73,Recovery,6,Going Through Changes,2010-06-18
but i just had to get away  do not know why  i do not know what else to say,74,Recovery,6,Going Through Changes,2010-06-18
i guess i am ,75,Recovery,6,Going Through Changes,2010-06-18
 i am going through changes  don t know what i m going to do,76,Recovery,6,Going Through Changes,2010-06-18
 i am going through changes  but i just keep on going through changes,77,Recovery,6,Going Through Changes,2010-06-18
i am not afraid  i am not afraid ,1,Recovery,7,Not Afraid,2010-06-18
to take a stand  to take a stand ,2,Recovery,7,Not Afraid,2010-06-18
everybody  everybody ,3,Recovery,7,Not Afraid,2010-06-18
come take my hand  come take my hand ,4,Recovery,7,Not Afraid,2010-06-18
we will walk this road together  through the storm,5,Recovery,7,Not Afraid,2010-06-18
whatever weather  cold or warm,6,Recovery,7,Not Afraid,2010-06-18
just letting  you know that you are not alone,7,Recovery,7,Not Afraid,2010-06-18
holla if you feel like you have been down the same road,8,Recovery,7,Not Afraid,2010-06-18
yeah  it been a ride,9,Recovery,7,Not Afraid,2010-06-18
i guess i had to go to that place to get to this one,10,Recovery,7,Not Afraid,2010-06-18
now some of you might still be in that place,11,Recovery,7,Not Afraid,2010-06-18
if you are tryna get out  just follow me,12,Recovery,7,Not Afraid,2010-06-18
i will get you there,13,Recovery,7,Not Afraid,2010-06-18
you can try and read my lyrics off of this paper before i lay them,14,Recovery,7,Not Afraid,2010-06-18
but you will not take the sting out these words before i say them,15,Recovery,7,Not Afraid,2010-06-18
 cause aint no way i ama let you stop me from causing  mayhem,16,Recovery,7,Not Afraid,2010-06-18
when i say i ama do somethin   i do it,17,Recovery,7,Not Afraid,2010-06-18
i do not give a damn what you think  i am doing  this for me,18,Recovery,7,Not Afraid,2010-06-18
so fuck the world  feed it beans,19,Recovery,7,Not Afraid,2010-06-18
it gassed up if it thinks it stopping  me,20,Recovery,7,Not Afraid,2010-06-18
i ama be what i set out to be  without a doubt  undoubtably,21,Recovery,7,Not Afraid,2010-06-18
and all those who look down on me,22,Recovery,7,Not Afraid,2010-06-18
i am tearing  down your balcony,23,Recovery,7,Not Afraid,2010-06-18
no ifs  ands or buts  do not try to ask him why or how can he,24,Recovery,7,Not Afraid,2010-06-18
from infinite down to the last relapse album he still shittin ,25,Recovery,7,Not Afraid,2010-06-18
whether he on salary  paid hourly,26,Recovery,7,Not Afraid,2010-06-18
until he bows out or he shits his bowels out of him,27,Recovery,7,Not Afraid,2010-06-18
whichever comes first  for better or worse,28,Recovery,7,Not Afraid,2010-06-18
he married to the game,29,Recovery,7,Not Afraid,2010-06-18
like a  fuck you  for christmas  his gift is a curse,30,Recovery,7,Not Afraid,2010-06-18
forget the earth  he got the urge to pull his dick from the dirt,31,Recovery,7,Not Afraid,2010-06-18
and fuck the whole universe,32,Recovery,7,Not Afraid,2010-06-18
i am not afraid  i am not afraid ,33,Recovery,7,Not Afraid,2010-06-18
to take a stand  to take a stand ,34,Recovery,7,Not Afraid,2010-06-18
everybody  everybody ,35,Recovery,7,Not Afraid,2010-06-18
come take my hand  come take my hand ,36,Recovery,7,Not Afraid,2010-06-18
we will walk this road together  through the storm,37,Recovery,7,Not Afraid,2010-06-18
whatever weather  cold or warm,38,Recovery,7,Not Afraid,2010-06-18
just letting  you know that you are not alone,39,Recovery,7,Not Afraid,2010-06-18
holla if you feel like you have been down the same road,40,Recovery,7,Not Afraid,2010-06-18
okay  quit playing  with the scissors and shit  and cut the crap,41,Recovery,7,Not Afraid,2010-06-18
i should not have to rhyme these words in a rhythm,42,Recovery,7,Not Afraid,2010-06-18
for you to know it a rap,43,Recovery,7,Not Afraid,2010-06-18
you said you was king  you lied through your teeth,44,Recovery,7,Not Afraid,2010-06-18
for that  fuck your feelings,45,Recovery,7,Not Afraid,2010-06-18
instead of getting  crowned  you are getting  capped,46,Recovery,7,Not Afraid,2010-06-18
and to the fans  i will never let you down again  i am back,47,Recovery,7,Not Afraid,2010-06-18
i promise to never go back on that promise,48,Recovery,7,Not Afraid,2010-06-18
in fact  let be honest  that last relapse cd was  ehh ,49,Recovery,7,Not Afraid,2010-06-18
perhaps i ran them accents into the ground,50,Recovery,7,Not Afraid,2010-06-18
relax  i aint going  back to that now,51,Recovery,7,Not Afraid,2010-06-18
all i am trying  to say is get back  click clack blaow,52,Recovery,7,Not Afraid,2010-06-18
 cause i aint playing  around,53,Recovery,7,Not Afraid,2010-06-18
there a game called circle and i do not know how,54,Recovery,7,Not Afraid,2010-06-18
i am way too up to back down,55,Recovery,7,Not Afraid,2010-06-18
but i think i am still trying  to figure this crap out,56,Recovery,7,Not Afraid,2010-06-18
thought i had it mapped out  but i guess i did not,57,Recovery,7,Not Afraid,2010-06-18
this fucking  black cloud still follows me around,58,Recovery,7,Not Afraid,2010-06-18
but it time to exorcise these demons,59,Recovery,7,Not Afraid,2010-06-18
these muh fuckers are doing  jumping  jacks now,60,Recovery,7,Not Afraid,2010-06-18
i am not afraid  i am not afraid ,61,Recovery,7,Not Afraid,2010-06-18
to take a stand  to take a stand ,62,Recovery,7,Not Afraid,2010-06-18
everybody  everybody ,63,Recovery,7,Not Afraid,2010-06-18
come take my hand  come take my hand ,64,Recovery,7,Not Afraid,2010-06-18
we will walk this road together  through the storm,65,Recovery,7,Not Afraid,2010-06-18
whatever weather  cold or warm,66,Recovery,7,Not Afraid,2010-06-18
just letting  you know that you are not alone,67,Recovery,7,Not Afraid,2010-06-18
holla if you feel like you have been down the same road,68,Recovery,7,Not Afraid,2010-06-18
and i just cannot keep living  this way,69,Recovery,7,Not Afraid,2010-06-18
so starting  today,70,Recovery,7,Not Afraid,2010-06-18
i am breaking  out of this cage,71,Recovery,7,Not Afraid,2010-06-18
i am standing  up  i ama face my demons,72,Recovery,7,Not Afraid,2010-06-18
i am manning  up  i ama hold my ground,73,Recovery,7,Not Afraid,2010-06-18
i have had enough  now i m so fed up,74,Recovery,7,Not Afraid,2010-06-18
time to put my life back together right now,75,Recovery,7,Not Afraid,2010-06-18
it was my decision to get clean  i did it for me,76,Recovery,7,Not Afraid,2010-06-18
admittedly i probably did it subliminally for you,77,Recovery,7,Not Afraid,2010-06-18
